lat,long,neighborhoods_sffind_boundaries,address,service_request_id,source,supervisor_district,service_subtype
37.792272000000,-122.401025000000,Financial District,"201 SANSOME ST, SAN FRANCISCO, CA, 94104",18329083,Web,3.00000,Pavement_Defect
37.766697643792,-122.392602413893,Mission Bay,Intersection of OWENS ST and 16TH ST,18329059,Mobile/Open311,6.00000,other
37.766120650534,-122.428839392960,Mission Dolores,Intersection of CHURCH ST and 15TH ST,18328949,Mobile/Open311,8.00000,other
37.767750638258,-122.428986914456,Duboce Triangle,Intersection of CHURCH ST and 14TH ST,18328948,Mobile/Open311,8.00000,other
37.767524562432,-122.428956404328,Duboce Triangle,Intersection of MARKET ST and CHURCH ST,18328947,Mobile/Open311,8.00000,other
37.769443137084,-122.429139465094,Duboce Triangle,Intersection of CHURCH ST and DUBOCE AVE,18328942,Mobile/Open311,8.00000,other
37.770319850028,-122.429219931364,Duboce Triangle,Intersection of CHURCH ST and HERMANN ST,18328938,Mobile/Open311,8.00000,other
37.773977125629,-122.430849373341,Lower Haight,Intersection of FILLMORE ST and OAK ST,18328917,Mobile/Open311,5.00000,other
37.737151000000,-122.402796000000,Silver Terrace,Intersection of SELBY ST and THOMAS AVE,18328798,Web,10.00000,Pavement_Defect
37.776476954925,-122.426266483963,Hayes Valley,Intersection of HAYES ST and LAGUNA ST,18328546,Mobile/Open311,5.00000,other
37.776941771280,-122.426381483674,Hayes Valley,Intersection of IVY ST and LAGUNA ST,18328524,Mobile/Open311,5.00000,other
37.777424604786,-122.426441162825,Hayes Valley,Intersection of LAGUNA ST and GROVE ST,18328512,Mobile/Open311,5.00000,other
37.778311293012,-122.426646687090,Western Addition,Intersection of FULTON ST and LAGUNA ST,18328499,Mobile/Open311,5.00000,other
37.779297608542,-122.426780462265,Western Addition,Intersection of LAGUNA ST and MCALLISTER ST,18328473,Mobile/Open311,5.00000,other
37.780184274302,-122.427012138069,Western Addition,Intersection of LAGUNA ST and GOLDEN GATE AVE,18328440,Mobile/Open311,5.00000,other
37.716364007919,-122.479217884360,Parkmerced,Intersection of GONZALEZ DR and GRIJALVA DR,18328072,Mobile/Open311,7.00000,Pavement_Defect
0.000000000000,0.000000000000,Northern Waterfront,Intersection of THE EMBARCADERO and GREEN ST,18328023,Phone,3.00000,Pavement_Defect
37.719213402715,-122.476930771308,Parkmerced,"132 CRESPI DR, SAN FRANCISCO, CA, 94132 (Virtual)",18327865,Mobile/Open311,7.00000,Pavement_Defect
37.775696000000,-122.436234000000,Alamo Square,"635 SCOTT ST, SAN FRANCISCO, CA, 94117",18327543,Web,5.00000,Pavement_Defect
37.765491000000,-122.431602000000,Duboce Triangle,"2224 MARKET ST, SAN FRANCISCO, CA, 94114 (Virtual)",18327114,Web,8.00000,Pavement_Defect
37.774329000000,-122.415194000000,South of Market,"918 NATOMA ST, SAN FRANCISCO, CA, 94103",18326812,Web,6.00000,Pavement_Defect
37.712551000000,-122.401588000000,Visitacion Valley,"2168 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",18326635,Web,10.00000,Pavement_Defect
37.712551000000,-122.401588000000,Visitacion Valley,"2168 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",18326592,Web,10.00000,Pavement_Defect
37.735725000000,-122.435425000000,Glen Park,Intersection of SURREY ST and OHLONE WAY,18326504,Web,8.00000,Pavement_Defect
37.731359476564,-122.499740105628,Lakeshore,"36 ZOO RD, SAN FRANCISCO, CA, 94132 (Virtual)",18326440,Mobile/Open311,7.00000,Pavement_Defect
37.712551000000,-122.401588000000,Visitacion Valley,"2168 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",18326243,Web,10.00000,Pavement_Defect
37.726082000000,-122.478233000000,Stonestown,"170 BUCKINGHAM WAY, SAN FRANCISCO, CA, 94132 (Virtual)",18325806,Web,7.00000,Pavement_Defect
37.757768000000,-122.406842000000,Mission,Intersection of 21ST ST and POTRERO AVE,18325729,Web,10.00000,Manhole_Cover_Off
37.718768000000,-122.443154000000,Cayuga,"97 BAYWOOD CT, SAN FRANCISCO, CA, 94112 (Virtual)",18325725,Web,11.00000,Pavement_Defect
37.777481398359,-122.477057588058,Inner Richmond,"555 18TH AVE, SAN FRANCISCO, CA, 94121",18325637,Mobile/Open311,1.00000,Pavement_Defect
0.000000000000,0.000000000000,Russian Hill,Intersection of BROADWAY and POWELL ST,18325427,Phone,3.00000,Pavement_Defect
37.770929255122,-122.489743096779,Golden Gate Park,Intersection of 30TH AVE and JOHN F KENNEDY DR,18325416,Mobile/Open311,4.00000,Manhole_Cover_Off
37.747204000000,-122.459213000000,Laguna Honda,"400 LAGUNA HONDA BLVD, SAN FRANCISCO, CA, 94127 (Virtual)",18325398,Web,7.00000,Pavement_Defect
37.723602591604,-122.400956194382,Portola,"601 PAUL AVE, SAN FRANCISCO, CA, 94124 (Virtual)",18325267,Mobile/Open311,9.00000,Pavement_Defect
37.729247000000,-122.457241000000,Westwood Park,"435 MONTECITO AVE, SAN FRANCISCO, CA, 94112",18325263,Web,7.00000,Pavement_Defect
37.750298644616,-122.418129590034,Mission,"2915 MISSION ST, SAN FRANCISCO, CA, 94110",18325071,Mobile/Open311,9.00000,Pavement_Defect
0.000000000000,0.000000000000,Dogpatch,Intersection of MARIPOSA ST and OWENS ST,18324677,Phone,10.00000,Pavement_Defect
37.727364000000,-122.396820000000,Bayview,Intersection of ORSI CIR and KALMANOVITZ ST,18324637,Web,10.00000,Pavement_Defect
37.797336000000,-122.405951000000,Chinatown,"217 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",18324598,Web,3.00000,Pavement_Defect
0.000000000000,0.000000000000,Union Street,Intersection of OCTAVIA ST and GREENWICH ST,18324583,Phone,2.00000,Pavement_Defect
37.730094321092,-122.458229698241,Westwood Park,Intersection of NORTHWOOD DR and MIRAMAR AVE,18324552,Mobile/Open311,7.00000,other
37.729474084382,-122.457590326667,Westwood Park,"182 EASTWOOD DR, SAN FRANCISCO, CA, 94112",18324536,Mobile/Open311,7.00000,other
37.729383660383,-122.456998899579,Westwood Park,"401 MONTECITO AVE, SAN FRANCISCO, CA, 94112",18324523,Mobile/Open311,7.00000,other
37.729241262250,-122.457503825426,Westwood Park,Intersection of MONTECITO AVE and EASTWOOD DR,18324511,Mobile/Open311,7.00000,other
37.728914567545,-122.457086071372,Westwood Park,"160 EASTWOOD DR, SAN FRANCISCO, CA, 94112",18324489,Mobile/Open311,7.00000,other
37.772881000000,-122.412788000000,South of Market,Intersection of FOLSOM ST and 10TH ST,18324306,Web,6.00000,Pavement_Defect
37.760818689244,-122.435174952735,Castro,"4109 18TH ST, SAN FRANCISCO, CA, 94114",18323512,Mobile/Open311,8.00000,Pavement_Defect
0.000000000000,0.000000000000,Golden Gate Heights,Intersection of 19TH AVE and NORIEGA ST,18323369,Phone,7.00000,Pavement_Defect
37.756866675138,-122.403439208865,Potrero Hill,"2231 22ND ST, SAN FRANCISCO, CA, 94107",18323071,Mobile/Open311,10.00000,other
37.757067601515,-122.402821294963,Potrero Hill,Intersection of 22ND ST and KANSAS ST,18323033,Mobile/Open311,10.00000,other
37.754573743138,-122.401604242623,Potrero Hill,Intersection of 23RD ST and RHODE ISLAND ST,18322916,Mobile/Open311,10.00000,Pavement_Defect
37.743073360272,-122.396807965086,Produce Market,Intersection of I-280 NORTHBOUND and I-280 N OFF RAMP,18321817,Mobile/Open311,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Cole Valley,"431 FREDERICK ST, SAN FRANCISCO, CA, 94117",18321712,Phone,8.00000,Pavement_Defect
37.769432798833,-122.407816566671,Showplace Square,"1080 BRANNAN ST, SAN FRANCISCO, CA, 94103",18321604,Mobile/Open311,6.00000,Pavement_Defect
37.764067574728,-122.393218186345,Potrero Hill,Intersection of I-280 S ON RAMP and MARIPOSA ST,18321251,Mobile/Open311,10.00000,Pavement_Defect
37.738949000000,-122.447876000000,Miraloma Park,"48 GAVIOTA WAY, SAN FRANCISCO, CA, 94127",18320328,Web,7.00000,Pavement_Defect
37.750808744703,-122.411742878697,Mission,"2906 HARRISON ST, SAN FRANCISCO, CA, 94110 (Virtual)",18320153,Mobile/Open311,9.00000,Pavement_Defect
37.723582157364,-122.406351749036,Portola,Intersection of KAREN CT and SOMERSET ST,18320081,Mobile/Open311,9.00000,Pavement_Defect
0.000000000000,0.000000000000,Mission Bay,Intersection of KING ST and 4TH ST,18319973,Phone,6.00000,Manhole_Cover_Off
37.746297300162,-122.394401558201,Produce Market,"1911 EVANS AVE, SAN FRANCISCO, CA, 94124 (Virtual)",18319967,Mobile/Open311,10.00000,Pavement_Defect
37.734696479595,-122.474020533264,Parkside,"2100 SLOAT BLVD, SAN FRANCISCO, CA, 94116",18319877,Mobile/Open311,7.00000,other
37.747204000000,-122.459213000000,Laguna Honda,"400 LAGUNA HONDA BLVD, SAN FRANCISCO, CA, 94127 (Virtual)",18319834,Web,7.00000,Pavement_Defect
0.000000000000,0.000000000000,Northern Waterfront,Intersection of THE EMBARCADERO and BAY ST,18319332,Phone,3.00000,Pavement_Defect
37.771774000000,-122.419319000000,South of Market,"1642 MISSION ST, SAN FRANCISCO, CA, 94103 (Virtual)",18319208,Web,6.00000,Pavement_Defect
37.781528562263,-122.432388290763,Western Addition,"1315 FILLMORE ST, SAN FRANCISCO, CA, 94115",18318017,Mobile/Open311,5.00000,Pavement_Defect
37.761724000000,-122.499615000000,Outer Sunset,"1347 40TH AVE, SAN FRANCISCO, CA, 94122",18317663,Web,4.00000,Manhole_Cover_Off
37.745220590080,-122.426778895933,Noe Valley,Intersection of 28TH ST and CHURCH ST,18317662,Mobile/Open311,8.00000,other
37.736595444781,-122.417192067126,Holly Park,"383 PARK ST, SAN FRANCISCO, CA, 94110",18317650,Mobile/Open311,9.00000,Pavement_Defect
37.737875000000,-122.396134000000,Silver Terrace,"1906 OAKDALE AVE, SAN FRANCISCO, CA, 94124 (Virtual)",18317519,Web,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Downtown / Union Square,"50 MAIDEN LN, SAN FRANCISCO, CA, 94108",18317286,Phone,3.00000,other
37.717488551890,-122.396731890714,Bret Harte,"860 MEADE AVE, SAN FRANCISCO, CA, 94124",18317211,Mobile/Open311,10.00000,Pavement_Defect
0.000000000000,0.000000000000,North Beach,"1814 STOCKTON ST, SAN FRANCISCO, CA, 94133",18316994,Phone,3.00000,Pavement_Defect
0.000000000000,0.000000000000,North Beach,"1640 STOCKTON ST, SAN FRANCISCO, CA, 94133",18316983,Phone,3.00000,Pavement_Defect
37.747414000000,-122.503990000000,Outer Sunset,Intersection of 45TH AVE and QUINTARA ST,18315829,Web,4.00000,Pavement_Defect
0.000000000000,0.000000000000,Merced Heights,Intersection of BROTHERHOOD WAY and ARCH ST,18315782,Phone,11.00000,Pavement_Defect
37.776358333333,-122.414628333333,South of Market,"1296 MISSION ST, SAN FRANCISCO, CA, 94103 (Virtual)",18315722,Mobile/Open311,6.00000,Manhole_Cover_Off
37.786437882529,-122.407848790418,Downtown / Union Square,"198 POWELL ST, SAN FRANCISCO, CA, 94102",18315698,Mobile/Open311,3.00000,Pavement_Defect
37.708478022328,-122.393390394523,Candlestick Point SRA,"298 HARNEY WAY, SAN FRANCISCO, CA, 94134 (Virtual)",18314783,Mobile/Open311,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Silver Terrace,"98 REDDY ST, SAN FRANCISCO, CA, 94124",18314514,Phone,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Mission Dolores,Intersection of MARKET ST and DUBOCE AVE,18314321,Phone,8.00000,Pavement_Defect
0.000000000000,0.000000000000,Downtown / Union Square,"444 POST ST, SAN FRANCISCO, CA, 94102",18314050,Phone,3.00000,other
37.733220000000,-122.466345000000,St. Francis Wood,"1654 MONTEREY BLVD, SAN FRANCISCO, CA, 94127 (Virtual)",18313910,Web,7.00000,Pavement_Defect
37.732739000000,-122.467847000000,Balboa Terrace,"220 SANTA ANA AVE, SAN FRANCISCO, CA, 94127",18313879,Web,7.00000,Pavement_Defect
37.737005000000,-122.464769000000,St. Francis Wood,"125 TERRACE DR, SAN FRANCISCO, CA, 94127",18313858,Web,7.00000,Pavement_Defect
37.731270000000,-122.467888000000,Balboa Terrace,"320 SANTA ANA AVE, SAN FRANCISCO, CA, 94127",18313818,Web,7.00000,Pavement_Defect
37.729973000000,-122.469330000000,Ingleside Terraces,Intersection of OCEAN AVE and SAN LEANDRO WAY,18313770,Web,7.00000,Pavement_Defect
37.729977000000,-122.469353000000,Ingleside Terraces,Intersection of OCEAN AVE and SAN LEANDRO WAY,18313750,Web,7.00000,Pavement_Defect
37.730305000000,-122.470123000000,Ingleside Terraces,Intersection of OCEAN AVE and SAN FERNANDO WAY,18313731,Web,7.00000,Pavement_Defect
37.730305000000,-122.470123000000,Ingleside Terraces,Intersection of OCEAN AVE and SAN FERNANDO WAY,18313715,Web,7.00000,Pavement_Defect
37.730317000000,-122.470774000000,Ingleside Terraces,"2445 OCEAN AVE, SAN FRANCISCO, CA, 94127",18313697,Web,7.00000,Pavement_Defect
0.000000000000,0.000000000000,Marina,Intersection of OCTAVIA ST and LOMBARD ST,18313352,Phone,2.00000,Pavement_Defect
0.000000000000,0.000000000000,Bayview,"1900 OAKDALE AVE, SAN FRANCISCO, CA, 94124",18313042,Phone,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Silver Terrace,"200 TOPEKA AVE, SAN FRANCISCO, CA, 94124",18312827,Phone,10.00000,Pavement_Defect
37.783660704513,-122.424446481412,Cathedral Hill,"1123 GOUGH ST, SAN FRANCISCO, CA, 94109 (Virtual)",18311946,Mobile/Open311,5.00000,other
0.000000000000,0.000000000000,Outer Sunset,"1255 24TH AVE, SAN FRANCISCO, CA, 94122",18311889,Phone,4.00000,Pavement_Defect
37.724533218937,-122.430252246559,Excelsior,"416 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112 (Virtual)",18311716,Mobile/Open311,11.00000,other
37.766679886143,-122.419923730195,Mission,"1603 15TH ST, SAN FRANCISCO, CA, 94103",18311059,Mobile/Open311,9.00000,Pavement_Defect
37.761678573471,-122.499486563525,Outer Sunset,"1346 40TH AVE, SAN FRANCISCO, CA, 94122",18311014,Mobile/Open311,4.00000,Manhole_Cover_Off
37.752967364876,-122.390787433328,Central Waterfront,"1384 INDIANA ST, SAN FRANCISCO, CA, 94107 (Virtual)",18310830,Mobile/Open311,10.00000,Pavement_Defect
37.732559601440,-122.398653160608,Silver Terrace,"348 BRIDGEVIEW DR, SAN FRANCISCO, CA, 94124",18310741,Mobile/Open311,10.00000,Pavement_Defect
0.000000000000,0.000000000000,Silver Terrace,"98 REDDY ST, SAN FRANCISCO, CA, 94124",18310663,Phone,10.00000,Pavement_Defect
37.794775606750,-122.446745839895,Presidio National Park,"2601 LYON ST, SAN FRANCISCO, CA, 94123",18310569,Mobile/Open311,2.00000,Pavement_Defect
37.722674619235,-122.416895369662,University Mound,"700 CAMBRIDGE ST, SAN FRANCISCO, CA, 94134 (Virtual)",18310410,Mobile/Open311,9.00000,Pavement_Defect
37.758667000000,-122.482162000000,Outer Sunset,"1551 24TH ST, SAN FRANCISCO, CA, 94122",18310389,Web,4.00000,Pavement_Defect
37.737372000000,-122.402265000000,Silver Terrace,Intersection of SELBY ST and SHAFTER AVE,18309980,Web,10.00000,Pavement_Defect
37.745482000000,-122.451643000000,Miraloma Park,"601 PORTOLA DR, SAN FRANCISCO, CA, 94127",18309697,Web,8.00000,Pavement_Defect
37.745575000000,-122.451800000000,Laguna Honda,"610 PORTOLA DR, SAN FRANCISCO, CA, 94127",18309690,Web,7.00000,Pavement_Defect
0.000000000000,0.000000000000,Chinatown,Intersection of SACRAMENTO ST and KEARNY ST,18309586,Phone,3.00000,Pavement_Defect
37.777153000000,-122.487755000000,Outer Richmond,"647 28TH AVE, SAN FRANCISCO, CA, 94121",18309583,Web,1.00000,Pavement_Defect
37.763122000000,-122.507324000000,Outer Sunset,"1253 47TH AVE, SAN FRANCISCO, CA, 94122",18309359,Web,4.00000,Pavement_Defect
0.000000000000,0.000000000000,Peralta Heights,Intersection of CESAR CHAVEZ ST and HAMPSHIRE ST,18309107,Phone,9.00000,Pavement_Defect
37.771207256728,-122.414751994896,South of Market,"1560 FOLSOM ST, SAN FRANCISCO, CA, 94103",18309023,Mobile/Open311,6.00000,Pavement_Defect
37.751462112750,-122.418273757696,Mission,"2845 MISSION ST, SAN FRANCISCO, CA, 94110",18308754,Mobile/Open311,9.00000,Pavement_Defect
37.770353243362,-122.425339780748,Mint Hill,"1925 MARKET ST, SAN FRANCISCO, CA, 94103",18308617,Mobile/Open311,8.00000,Pavement_Defect
37.710628238851,-122.404281757772,Visitacion Valley,"2458 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",18308587,Mobile/Open311,10.00000,Pavement_Defect
37.749996389692,-122.418356264385,Mission,"2936 MISSION ST, SAN FRANCISCO, CA, 94110",18308312,Mobile/Open311,9.00000,Pavement_Defect
37.750090969537,-122.418359972678,Mission,"2920 MISSION ST, SAN FRANCISCO, CA, 94110",18308297,Mobile/Open311,9.00000,Pavement_Defect
37.751199450984,-122.418462844012,Mission,"2860 MISSION ST, SAN FRANCISCO, CA, 94110",18308122,Mobile/Open311,9.00000,Pavement_Defect
37.751486734807,-122.418501014899,Mission,"2840 MISSION ST, SAN FRANCISCO, CA, 94110",18308095,Mobile/Open311,9.00000,Pavement_Defect
37.751917976434,-122.418485475339,Mission,"2808 MISSION ST, SAN FRANCISCO, CA, 94110",18308018,Mobile/Open311,9.00000,Pavement_Defect
37.752020146517,-122.418482538805,Mission,"2811 MISSION ST, SAN FRANCISCO, CA, 94110",18307980,Mobile/Open311,9.00000,other
37.752132445228,-122.418540803457,Mission,"2804 MISSION ST, SAN FRANCISCO, CA, 94110",18307968,Mobile/Open311,9.00000,Pavement_Defect
37.744514751940,-122.482151985168,Parkside,"2300 25TH AVE, SAN FRANCISCO, CA, 94116",18307928,Mobile/Open311,4.00000,Pavement_Defect
37.735298148359,-122.433220997921,Glen Park,Intersection of UNNAMED 025 and SURREY ST,18307809,Mobile/Open311,8.00000,other
37.788536588900,-122.401847988367,South of Market,"12 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105 (Virtual)",18307623,Mobile/Open311,6.00000,Pavement_Defect
37.761961171553,-122.499487462580,Outer Sunset,"1330 40TH AVE, SAN FRANCISCO, CA, 94122",18307570,Mobile/Open311,4.00000,Pavement_Defect
37.761688279625,-122.499575304568,Outer Sunset,"1347 40TH AVE, SAN FRANCISCO, CA, 94122",18307555,Mobile/Open311,4.00000,Manhole_Cover_Off
37.765015000000,-122.486557000000,Outer Sunset,"2645 LINCOLN WAY, SAN FRANCISCO, CA, 94122",18307391,Web,4.00000,Pavement_Defect
37.749416000000,-122.403183000000,Peralta Heights,"2643 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94124 (Virtual)",18307305,Web,10.00000,Pavement_Defect
37.763032797259,-122.427002415033,Mission Dolores,"3632 17TH ST, SAN FRANCISCO, CA, 94114",18307304,Mobile/Open311,8.00000,Utility_Excavation
37.774626140638,-122.429312467575,Hayes Valley,Intersection of WEBSTER ST and HICKORY ST,18306902,Mobile/Open311,5.00000,other
37.801515887919,-122.422861699234,Russian Hill,Intersection of LOMBARD ST and POLK ST,18306850,Mobile/Open311,3.00000,Pavement_Defect
0.000000000000,0.000000000000,Lower Haight,"415 LILY ST, SAN FRANCISCO, CA, 94102",18306729,Phone,5.00000,Pavement_Defect
37.787843290813,-122.434405030610,Lower Pacific Heights,"2352 PINE ST, SAN FRANCISCO, CA, 94115",18306635,Mobile/Open311,2.00000,Pavement_Defect
37.774601000000,-122.425896000000,Lower Haight,Intersection of HWY 101 SOUTHBOUND and OAK ST,18306306,Web,5.00000,Pavement_Defect
37.758667000000,-122.482162000000,Outer Sunset,"1551 24TH ST, SAN FRANCISCO, CA, 94122",18306263,Web,4.00000,Pavement_Defect
37.768150000000,-122.436584000000,Buena Vista,"55 DIVISADERO ST, SAN FRANCISCO, CA, 94117",18305699,Web,8.00000,Manhole_Cover_Off
37.777153000000,-122.487755000000,Outer Richmond,"647 28TH AVE, SAN FRANCISCO, CA, 94121",18305159,Web,1.00000,Pavement_Defect
0.000000000000,0.000000000000,Lakeshore,Intersection of SLOAT BLVD and 34TH AVE,18305090,Phone,4.00000,other
37.801811000000,-122.421089000000,Russian Hill,"1197 LOMBARD ST, SAN FRANCISCO, CA, 94109 (Virtual)",18304937,Web,2.00000,Pavement_Defect
37.735507051404,-122.505272626877,Lakeshore,Intersection of 47TH AVE and SLOAT BLVD,18304759,Mobile/Open311,7.00000,other
37.735527998350,-122.505224682391,Lakeshore,Intersection of 47TH AVE and SLOAT BLVD,18304744,Mobile/Open311,7.00000,other
37.735523755931,-122.502093873918,Parkside,Intersection of 44TH AVE and SLOAT BLVD,18304638,Mobile/Open311,7.00000,Pavement_Defect
37.735543642267,-122.501543350518,Parkside,"2556 SLOAT BLVD, SAN FRANCISCO, CA, 94116 (Virtual)",18304602,Mobile/Open311,4.00000,Pavement_Defect
37.735268149742,-122.501079663634,Lakeshore,Intersection of SLOAT BLVD and 43RD AVE,18304599,Mobile/Open311,7.00000,Pavement_Defect
37.765015000000,-122.486557000000,Outer Sunset,"2645 LINCOLN WAY, SAN FRANCISCO, CA, 94122",18304190,Web,4.00000,Pavement_Defect
37.730846000000,-122.486649000000,Lakeshore,"1460 EUCALYPTUS DR, SAN FRANCISCO, CA, 94132 (Virtual)",18303991,Web,7.00000,Pavement_Defect
0.000000000000,0.000000000000,Parkside,Intersection of GABILAN WAY and SLOAT BLVD,18303814,Phone,4.00000,Pavement_Defect
37.793730000000,-122.424706000000,Pacific Heights,Intersection of FRANKLIN ST and JACKSON ST,18303658,Web,2.00000,Pavement_Defect
37.758514000000,-122.486465000000,Outer Sunset,"1547 28TH AVE, SAN FRANCISCO, CA, 94122",18303596,Web,4.00000,Pavement_Defect
37.750118000000,-122.508522000000,Outer Sunset,"1943 GREAT HWY, SAN FRANCISCO, CA, 94116 (Virtual)",18303145,Web,4.00000,Pavement_Defect
37.750515000000,-122.476242000000,Golden Gate Heights,Intersection of 19TH AVE and PACHECO ST,18302982,Web,7.00000,Pavement_Defect
37.774578986021,-122.417673128141,South of Market,"74 11TH ST, SAN FRANCISCO, CA, 94103 (Virtual)",18302376,Mobile/Open311,6.00000,other
37.734894000000,-122.481514000000,Parkside,"25 GABILAN WAY, SAN FRANCISCO, CA, 94132",18302079,Web,4.00000,Pavement_Defect
37.767542766215,-122.422045599153,Mission,"333 VALENCIA ST, SAN FRANCISCO, CA, 94103",18301853,Mobile/Open311,9.00000,Pavement_Defect
37.709818455716,-122.449898757041,Outer Mission,"5734 MISSION ST, SAN FRANCISCO, CA, 94112",18301778,Mobile/Open311,11.00000,Pavement_Defect
37.763332360603,-122.509236931801,Outer Sunset,"1230 LA PLAYA, SAN FRANCISCO, CA, 94122",18301744,Mobile/Open311,4.00000,other
37.733192337046,-122.407380548973,Portola,"798 BARNEVELD AVE, SAN FRANCISCO, CA, 94134 (Virtual)",18301624,Mobile/Open311,9.00000,Pavement_Defect
37.765312000000,-122.415314000000,Mission,Intersection of 16TH ST and FOLSOM ST,18301580,Web,9.00000,Pavement_Defect
37.759377000000,-122.465996000000,Inner Sunset,"1551 9TH AVE, SAN FRANCISCO, CA, 94122",18301319,Web,7.00000,Pavement_Defect
37.770349000000,-122.455466000000,Golden Gate Park,"20 KEZAR DR, SAN FRANCISCO, CA, 94117 (Virtual)",18301107,Web,5.00000,Pavement_Defect
37.802029000000,-122.423004000000,Russian Hill,"2737 POLK ST, SAN FRANCISCO, CA, 94109",18301075,Web,3.00000,Utility_Excavation
37.777153000000,-122.487755000000,Outer Richmond,"647 28TH AVE, SAN FRANCISCO, CA, 94121",18300962,Web,1.00000,Pavement_Defect
37.717090802765,-122.407449446619,Visitacion Valley,"187 TIOGA AVE, SAN FRANCISCO, CA, 94134",18300851,Mobile/Open311,10.00000,Pavement_Defect
37.780212258968,-122.483693130276,Outer Richmond,"6004 GEARY BLVD, SAN FRANCISCO, CA, 94121",18300807,Mobile/Open311,1.00000,Pavement_Defect
0.000000000000,0.000000000000,Bayview,Intersection of LANE ST and ARMSTRONG AVE,18300502,Phone,10.00000,Pavement_Defect
37.780798236031,-122.407876496564,South of Market,"488 MINNA ST, SAN FRANCISCO, CA, 94103 (Virtual)",18300353,Mobile/Open311,6.00000,other
0.000000000000,0.000000000000,Mission,Intersection of 24TH ST and MISSION ST,18300242,Phone,9.00000,Pavement_Defect
37.753241159140,-122.402474954724,Potrero Hill,Intersection of 24TH ST and KANSAS ST,18299932,Mobile/Open311,10.00000,other
0.000000000000,0.000000000000,Mission,Intersection of 17TH ST and VALENCIA ST,18299791,Phone,9.00000,Pavement_Defect
37.762552044672,-122.412798441947,Mission,"2170 HARRISON ST, SAN FRANCISCO, CA, 94110",18299255,Mobile/Open311,9.00000,other
